date,city,group,twin_pair,daily_sales
2025-10-23,Miami,Test,Miami / Phoenix,11887.46
2025-10-24,Miami,Test,Miami / Phoenix,11288.67
2025-10-25,Miami,Test,Miami / Phoenix,13043.79
2025-10-26,Miami,Test,Miami / Phoenix,13270.54
2025-10-27,Miami,Test,Miami / Phoenix,11769.09
2025-10-28,Miami,Test,Miami / Phoenix,11869.56
2025-10-29,Miami,Test,Miami / Phoenix,11505.73
2025-10-30,Miami,Test,Miami / Phoenix,11230.14
2025-10-31,Miami,Test,Miami / Phoenix,10570.91
2025-11-01,Miami,Test,Miami / Phoenix,12429.76
2025-11-02,Miami,Test,Miami / Phoenix,12181.86
2025-11-03,Miami,Test,Miami / Phoenix,11941.74
2025-11-04,Miami,Test,Miami / Phoenix,11029.88
2025-11-05,Miami,Test,Miami / Phoenix,11123.93
2025-11-06,Miami,Test,Miami / Phoenix,11267.54
2025-11-07,Miami,Test,Miami / Phoenix,11055.88
2025-11-08,Miami,Test,Miami / Phoenix,13030.25
2025-11-09,Miami,Test,Miami / Phoenix,12131.84
2025-11-10,Miami,Test,Miami / Phoenix,11060.21
2025-11-11,Miami,Test,Miami / Phoenix,10687.43
2025-11-12,Miami,Test,Miami / Phoenix,10451.79
2025-11-13,Miami,Test,Miami / Phoenix,10705.27
2025-11-14,Miami,Test,Miami / Phoenix,10908.54
2025-11-15,Miami,Test,Miami / Phoenix,12109.89
2025-11-16,Miami,Test,Miami / Phoenix,11995.84
2025-11-17,Miami,Test,Miami / Phoenix,10346.05
2025-11-18,Miami,Test,Miami / Phoenix,10835.91
2025-11-19,Miami,Test,Miami / Phoenix,10283.29
2025-11-20,Miami,Test,Miami / Phoenix,11132.07
2025-11-21,Miami,Test,Miami / Phoenix,10863.3
2025-11-22,Miami,Test,Miami / Phoenix,11632.4
2025-11-23,Miami,Test,Miami / Phoenix,12058.65
2025-11-24,Miami,Test,Miami / Phoenix,10515.8
2025-11-25,Miami,Test,Miami / Phoenix,10913.96
2025-11-26,Miami,Test,Miami / Phoenix,11293.69
2025-11-27,Miami,Test,Miami / Phoenix,13213.99
2025-11-28,Miami,Test,Miami / Phoenix,15538.12
2025-11-29,Miami,Test,Miami / Phoenix,12067.01
2025-11-30,Miami,Test,Miami / Phoenix,12377.03
2025-12-01,Miami,Test,Miami / Phoenix,11057.62
2025-12-02,Miami,Test,Miami / Phoenix,10911.15
2025-12-03,Miami,Test,Miami / Phoenix,11296.58
2025-12-04,Miami,Test,Miami / Phoenix,11336.87
2025-12-05,Miami,Test,Miami / Phoenix,12270.42
2025-12-06,Miami,Test,Miami / Phoenix,13457.44
2025-12-07,Miami,Test,Miami / Phoenix,14395.23
2025-12-08,Miami,Test,Miami / Phoenix,12283.8
2025-12-09,Miami,Test,Miami / Phoenix,12037.37
2025-12-10,Miami,Test,Miami / Phoenix,11731.7
2025-12-11,Miami,Test,Miami / Phoenix,11622.72
2025-12-12,Miami,Test,Miami / Phoenix,11707.58
2025-12-13,Miami,Test,Miami / Phoenix,13778.34
2025-12-14,Miami,Test,Miami / Phoenix,13873.08
2025-12-15,Miami,Test,Miami / Phoenix,11717.5
2025-12-16,Miami,Test,Miami / Phoenix,12662.7
2025-12-17,Miami,Test,Miami / Phoenix,12143.9
2025-12-18,Miami,Test,Miami / Phoenix,12388.78
2025-12-19,Miami,Test,Miami / Phoenix,12951.83
2025-12-20,Miami,Test,Miami / Phoenix,14051.82
2025-12-21,Miami,Test,Miami / Phoenix,13616.47
2025-12-22,Miami,Test,Miami / Phoenix,12023.0
2025-12-23,Miami,Test,Miami / Phoenix,11552.75
2025-12-24,Miami,Test,Miami / Phoenix,14731.61
2025-12-25,Miami,Test,Miami / Phoenix,13884.75
2025-12-26,Miami,Test,Miami / Phoenix,12025.59
2025-12-27,Miami,Test,Miami / Phoenix,13727.23
2025-12-28,Miami,Test,Miami / Phoenix,13818.35
2025-12-29,Miami,Test,Miami / Phoenix,12351.39
2025-12-30,Miami,Test,Miami / Phoenix,12203.16
2025-12-31,Miami,Test,Miami / Phoenix,13578.21
2025-01-01,Phoenix,Control,Miami / Phoenix,9041.67
2025-01-02,Phoenix,Control,Miami / Phoenix,7949.63
2025-01-03,Phoenix,Control,Miami / Phoenix,8916.01
2025-01-04,Phoenix,Control,Miami / Phoenix,9723.91
2025-01-05,Phoenix,Control,Miami / Phoenix,9785.68
2025-01-06,Phoenix,Control,Miami / Phoenix,8700.4
2025-01-07,Phoenix,Control,Miami / Phoenix,8538.3
2025-01-08,Phoenix,Control,Miami / Phoenix,8830.88
2025-01-09,Phoenix,Control,Miami / Phoenix,8597.42
2025-01-10,Phoenix,Control,Miami / Phoenix,8275.83
2025-01-11,Phoenix,Control,Miami / Phoenix,10031.78
2025-01-12,Phoenix,Control,Miami / Phoenix,9481.25
2025-01-13,Phoenix,Control,Miami / Phoenix,8614.17
2025-01-14,Phoenix,Control,Miami / Phoenix,8582.94
2025-01-15,Phoenix,Control,Miami / Phoenix,8539.73
2025-01-16,Phoenix,Control,Miami / Phoenix,8593.8
2025-01-17,Phoenix,Control,Miami / Phoenix,7951.95
2025-01-18,Phoenix,Control,Miami / Phoenix,9848.52
2025-01-19,Phoenix,Control,Miami / Phoenix,10117.88
2025-01-20,Phoenix,Control,Miami / Phoenix,8804.46
2025-01-21,Phoenix,Control,Miami / Phoenix,8379.89
2025-01-22,Phoenix,Control,Miami / Phoenix,9278.61
2025-01-23,Phoenix,Control,Miami / Phoenix,8496.28
2025-01-24,Phoenix,Control,Miami / Phoenix,9222.15
2025-01-25,Phoenix,Control,Miami / Phoenix,10409.95
2025-01-26,Phoenix,Control,Miami / Phoenix,10031.44
2025-01-27,Phoenix,Control,Miami / Phoenix,9616.54
2025-01-28,Phoenix,Control,Miami / Phoenix,8518.77
2025-01-29,Phoenix,Control,Miami / Phoenix,9352.57
2025-01-30,Phoenix,Control,Miami / Phoenix,9414.95
2025-01-31,Phoenix,Control,Miami / Phoenix,8811.83
2025-02-01,Phoenix,Control,Miami / Phoenix,10993.22
2025-02-02,Phoenix,Control,Miami / Phoenix,10401.97
2025-02-03,Phoenix,Control,Miami / Phoenix,9275.06
2025-02-04,Phoenix,Control,Miami / Phoenix,9298.11
2025-02-05,Phoenix,Control,Miami / Phoenix,9182.45
2025-02-06,Phoenix,Control,Miami / Phoenix,9576.33
2025-02-07,Phoenix,Control,Miami / Phoenix,9604.93
2025-02-08,Phoenix,Control,Miami / Phoenix,10039.57
2025-02-09,Phoenix,Control,Miami / Phoenix,11235.7
2025-02-10,Phoenix,Control,Miami / Phoenix,8779.75
2025-02-11,Phoenix,Control,Miami / Phoenix,9840.72
2025-02-12,Phoenix,Control,Miami / Phoenix,9913.75
2025-02-13,Phoenix,Control,Miami / Phoenix,9108.67
2025-02-14,Phoenix,Control,Miami / Phoenix,10245.15
2025-02-15,Phoenix,Control,Miami / Phoenix,10544.47
2025-02-16,Phoenix,Control,Miami / Phoenix,10921.72
2025-02-17,Phoenix,Control,Miami / Phoenix,9560.43
2025-02-18,Phoenix,Control,Miami / Phoenix,10013.19
2025-02-19,Phoenix,Control,Miami / Phoenix,10254.61
2025-02-20,Phoenix,Control,Miami / Phoenix,10327.15
2025-02-21,Phoenix,Control,Miami / Phoenix,9623.57
2025-02-22,Phoenix,Control,Miami / Phoenix,11163.39
2025-02-23,Phoenix,Control,Miami / Phoenix,10644.19
2025-02-24,Phoenix,Control,Miami / Phoenix,9653.94
2025-02-25,Phoenix,Control,Miami / Phoenix,10368.37
2025-02-26,Phoenix,Control,Miami / Phoenix,10657.46
2025-02-27,Phoenix,Control,Miami / Phoenix,9616.55
2025-02-28,Phoenix,Control,Miami / Phoenix,9902.78
2025-03-01,Phoenix,Control,Miami / Phoenix,11525.42
2025-03-02,Phoenix,Control,Miami / Phoenix,11684.67
2025-03-03,Phoenix,Control,Miami / Phoenix,9948.52
2025-03-04,Phoenix,Control,Miami / Phoenix,10460.48
2025-03-05,Phoenix,Control,Miami / Phoenix,10162.63
2025-03-06,Phoenix,Control,Miami / Phoenix,10380.73
2025-03-07,Phoenix,Control,Miami / Phoenix,10637.51
2025-03-08,Phoenix,Control,Miami / Phoenix,11841.21
2025-03-09,Phoenix,Control,Miami / Phoenix,11716.94
2025-03-10,Phoenix,Control,Miami / Phoenix,10520.25
2025-03-11,Phoenix,Control,Miami / Phoenix,10572.58
2025-03-12,Phoenix,Control,Miami / Phoenix,10509.92
2025-03-13,Phoenix,Control,Miami / Phoenix,10596.64
2025-03-14,Phoenix,Control,Miami / Phoenix,11347.03
2025-03-15,Phoenix,Control,Miami / Phoenix,12362.33
2025-03-16,Phoenix,Control,Miami / Phoenix,12081.59
2025-03-17,Phoenix,Control,Miami / Phoenix,11138.48
2025-03-18,Phoenix,Control,Miami / Phoenix,10791.59
2025-03-19,Phoenix,Control,Miami / Phoenix,11409.06
2025-03-20,Phoenix,Control,Miami / Phoenix,11148.59
2025-03-21,Phoenix,Control,Miami / Phoenix,11012.23
2025-03-22,Phoenix,Control,Miami / Phoenix,12633.0
2025-03-23,Phoenix,Control,Miami / Phoenix,11910.79
2025-03-24,Phoenix,Control,Miami / Phoenix,10759.39
2025-03-25,Phoenix,Control,Miami / Phoenix,10778.67
2025-03-26,Phoenix,Control,Miami / Phoenix,11331.44
2025-03-27,Phoenix,Control,Miami / Phoenix,11980.18
2025-03-28,Phoenix,Control,Miami / Phoenix,12214.35
2025-03-29,Phoenix,Control,Miami / Phoenix,13018.47
2025-03-30,Phoenix,Control,Miami / Phoenix,13010.8
2025-03-31,Phoenix,Control,Miami / Phoenix,10815.44
2025-04-01,Phoenix,Control,Miami / Phoenix,11337.88
2025-04-02,Phoenix,Control,Miami / Phoenix,11288.87
2025-04-03,Phoenix,Control,Miami / Phoenix,11396.31
2025-04-04,Phoenix,Control,Miami / Phoenix,11612.19
2025-04-05,Phoenix,Control,Miami / Phoenix,12905.38
2025-04-06,Phoenix,Control,Miami / Phoenix,12376.17
2025-04-07,Phoenix,Control,Miami / Phoenix,12090.87
2025-04-08,Phoenix,Control,Miami / Phoenix,11442.18
2025-04-09,Phoenix,Control,Miami / Phoenix,11983.71
2025-04-10,Phoenix,Control,Miami / Phoenix,12723.7
2025-04-11,Phoenix,Control,Miami / Phoenix,11628.72
2025-04-12,Phoenix,Control,Miami / Phoenix,12423.88
2025-04-13,Phoenix,Control,Miami / Phoenix,13318.78
2025-04-14,Phoenix,Control,Miami / Phoenix,12522.64
2025-04-15,Phoenix,Control,Miami / Phoenix,12890.0
2025-04-16,Phoenix,Control,Miami / Phoenix,11719.88
2025-04-17,Phoenix,Control,Miami / Phoenix,12416.85
2025-04-18,Phoenix,Control,Miami / Phoenix,12091.99
2025-04-19,Phoenix,Control,Miami / Phoenix,13633.95
2025-04-20,Phoenix,Control,Miami / Phoenix,14719.16
2025-04-21,Phoenix,Control,Miami / Phoenix,11817.95
2025-04-22,Phoenix,Control,Miami / Phoenix,12524.94
2025-04-23,Phoenix,Control,Miami / Phoenix,12645.33
2025-04-24,Phoenix,Control,Miami / Phoenix,12918.96
2025-04-25,Phoenix,Control,Miami / Phoenix,12581.98
2025-04-26,Phoenix,Control,Miami / Phoenix,14064.82
2025-04-27,Phoenix,Control,Miami / Phoenix,13836.57
2025-04-28,Phoenix,Control,Miami / Phoenix,12759.92
2025-04-29,Phoenix,Control,Miami / Phoenix,12564.09
2025-04-30,Phoenix,Control,Miami / Phoenix,12967.15
2025-05-01,Phoenix,Control,Miami / Phoenix,12626.53
2025-05-02,Phoenix,Control,Miami / Phoenix,12945.89
2025-05-03,Phoenix,Control,Miami / Phoenix,14191.66
2025-05-04,Phoenix,Control,Miami / Phoenix,14665.42
2025-05-05,Phoenix,Control,Miami / Phoenix,12887.28
2025-05-06,Phoenix,Control,Miami / Phoenix,12266.89
2025-05-07,Phoenix,Control,Miami / Phoenix,13453.55
2025-05-08,Phoenix,Control,Miami / Phoenix,12662.74
2025-05-09,Phoenix,Control,Miami / Phoenix,12790.91
2025-05-10,Phoenix,Control,Miami / Phoenix,14209.92
2025-05-11,Phoenix,Control,Miami / Phoenix,14990.0
2025-05-12,Phoenix,Control,Miami / Phoenix,12322.09
2025-05-13,Phoenix,Control,Miami / Phoenix,14356.42
2025-05-14,Phoenix,Control,Miami / Phoenix,13595.3
2025-05-15,Phoenix,Control,Miami / Phoenix,13308.22
2025-05-16,Phoenix,Control,Miami / Phoenix,13231.39
2025-05-17,Phoenix,Control,Miami / Phoenix,14754.09
2025-05-18,Phoenix,Control,Miami / Phoenix,14871.39
2025-05-19,Phoenix,Control,Miami / Phoenix,13580.78
2025-05-20,Phoenix,Control,Miami / Phoenix,13573.41
2025-05-21,Phoenix,Control,Miami / Phoenix,13422.44
2025-05-22,Phoenix,Control,Miami / Phoenix,13338.97
2025-05-23,Phoenix,Control,Miami / Phoenix,13381.46
2025-05-24,Phoenix,Control,Miami / Phoenix,14754.29
2025-05-25,Phoenix,Control,Miami / Phoenix,15283.02
2025-05-26,Phoenix,Control,Miami / Phoenix,14785.98
2025-05-27,Phoenix,Control,Miami / Phoenix,12415.73
2025-05-28,Phoenix,Control,Miami / Phoenix,13804.38
2025-05-29,Phoenix,Control,Miami / Phoenix,13650.59
2025-05-30,Phoenix,Control,Miami / Phoenix,13590.33
2025-05-31,Phoenix,Control,Miami / Phoenix,14835.05
2025-06-01,Phoenix,Control,Miami / Phoenix,15429.47
2025-06-02,Phoenix,Control,Miami / Phoenix,14016.38
2025-06-03,Phoenix,Control,Miami / Phoenix,13381.02
2025-06-04,Phoenix,Control,Miami / Phoenix,13847.17
2025-06-05,Phoenix,Control,Miami / Phoenix,13340.4
2025-06-06,Phoenix,Control,Miami / Phoenix,13201.89
2025-06-07,Phoenix,Control,Miami / Phoenix,14868.87
2025-06-08,Phoenix,Control,Miami / Phoenix,15449.98
2025-06-09,Phoenix,Control,Miami / Phoenix,14134.06
2025-06-10,Phoenix,Control,Miami / Phoenix,13980.81
2025-06-11,Phoenix,Control,Miami / Phoenix,14074.71
2025-06-12,Phoenix,Control,Miami / Phoenix,14008.0
2025-06-13,Phoenix,Control,Miami / Phoenix,13580.13
2025-06-14,Phoenix,Control,Miami / Phoenix,15364.41
2025-06-15,Phoenix,Control,Miami / Phoenix,15515.18
2025-06-16,Phoenix,Control,Miami / Phoenix,14142.75
2025-06-17,Phoenix,Control,Miami / Phoenix,14317.35
2025-06-18,Phoenix,Control,Miami / Phoenix,14143.51
2025-06-19,Phoenix,Control,Miami / Phoenix,14016.04
2025-06-20,Phoenix,Control,Miami / Phoenix,14296.64
2025-06-21,Phoenix,Control,Miami / Phoenix,15251.74
2025-06-22,Phoenix,Control,Miami / Phoenix,14932.89
2025-06-23,Phoenix,Control,Miami / Phoenix,13846.57
2025-06-24,Phoenix,Control,Miami / Phoenix,13630.35
2025-06-25,Phoenix,Control,Miami / Phoenix,13661.08
2025-06-26,Phoenix,Control,Miami / Phoenix,13866.31
2025-06-27,Phoenix,Control,Miami / Phoenix,13623.05
2025-06-28,Phoenix,Control,Miami / Phoenix,15174.43
2025-06-29,Phoenix,Control,Miami / Phoenix,14573.52
2025-06-30,Phoenix,Control,Miami / Phoenix,14010.14
2025-07-01,Phoenix,Control,Miami / Phoenix,13929.9
2025-07-02,Phoenix,Control,Miami / Phoenix,13618.66
2025-07-03,Phoenix,Control,Miami / Phoenix,14178.74
2025-07-04,Phoenix,Control,Miami / Phoenix,15542.94
2025-07-05,Phoenix,Control,Miami / Phoenix,14678.59
2025-07-06,Phoenix,Control,Miami / Phoenix,14996.8
2025-07-07,Phoenix,Control,Miami / Phoenix,13625.91
2025-07-08,Phoenix,Control,Miami / Phoenix,13556.94
2025-07-09,Phoenix,Control,Miami / Phoenix,14224.6
2025-07-10,Phoenix,Control,Miami / Phoenix,13830.42
2025-07-11,Phoenix,Control,Miami / Phoenix,13797.62
2025-07-12,Phoenix,Control,Miami / Phoenix,14495.12
2025-07-13,Phoenix,Control,Miami / Phoenix,15490.9
2025-07-14,Phoenix,Control,Miami / Phoenix,13405.77
2025-07-15,Phoenix,Control,Miami / Phoenix,13891.1
2025-07-16,Phoenix,Control,Miami / Phoenix,13964.79
2025-07-17,Phoenix,Control,Miami / Phoenix,14366.9
2025-07-18,Phoenix,Control,Miami / Phoenix,13342.37
2025-07-19,Phoenix,Control,Miami / Phoenix,14046.61
2025-07-20,Phoenix,Control,Miami / Phoenix,15252.62
2025-07-21,Phoenix,Control,Miami / Phoenix,14490.11
2025-07-22,Phoenix,Control,Miami / Phoenix,14264.31
2025-07-23,Phoenix,Control,Miami / Phoenix,13860.22
2025-07-24,Phoenix,Control,Miami / Phoenix,13580.21
2025-07-25,Phoenix,Control,Miami / Phoenix,14059.69
2025-07-26,Phoenix,Control,Miami / Phoenix,14733.44
2025-07-27,Phoenix,Control,Miami / Phoenix,15269.27
2025-07-28,Phoenix,Control,Miami / Phoenix,13899.68
2025-07-29,Phoenix,Control,Miami / Phoenix,14094.31
2025-07-30,Phoenix,Control,Miami / Phoenix,14723.42
2025-07-31,Phoenix,Control,Miami / Phoenix,13806.67
2025-08-01,Phoenix,Control,Miami / Phoenix,13446.46
2025-08-02,Phoenix,Control,Miami / Phoenix,14976.97
2025-08-03,Phoenix,Control,Miami / Phoenix,14295.78
2025-08-04,Phoenix,Control,Miami / Phoenix,13319.9
2025-08-05,Phoenix,Control,Miami / Phoenix,13408.76
2025-08-06,Phoenix,Control,Miami / Phoenix,13345.07
2025-08-07,Phoenix,Control,Miami / Phoenix,13581.6
2025-08-08,Phoenix,Control,Miami / Phoenix,13190.22
2025-08-09,Phoenix,Control,Miami / Phoenix,15272.34
2025-08-10,Phoenix,Control,Miami / Phoenix,14824.6
2025-08-11,Phoenix,Control,Miami / Phoenix,13433.74
2025-08-12,Phoenix,Control,Miami / Phoenix,13290.03
2025-08-13,Phoenix,Control,Miami / Phoenix,13450.55
2025-08-14,Phoenix,Control,Miami / Phoenix,13681.66
2025-08-15,Phoenix,Control,Miami / Phoenix,13014.79
2025-08-16,Phoenix,Control,Miami / Phoenix,14435.01
2025-08-17,Phoenix,Control,Miami / Phoenix,14545.11
2025-08-18,Phoenix,Control,Miami / Phoenix,12759.18
2025-08-19,Phoenix,Control,Miami / Phoenix,12934.02
2025-08-20,Phoenix,Control,Miami / Phoenix,13038.77
2025-08-21,Phoenix,Control,Miami / Phoenix,13526.07
2025-08-22,Phoenix,Control,Miami / Phoenix,13267.32
2025-08-23,Phoenix,Control,Miami / Phoenix,14579.56
2025-08-24,Phoenix,Control,Miami / Phoenix,14802.48
2025-08-25,Phoenix,Control,Miami / Phoenix,13034.8
2025-08-26,Phoenix,Control,Miami / Phoenix,13207.96
2025-08-27,Phoenix,Control,Miami / Phoenix,12992.67
2025-08-28,Phoenix,Control,Miami / Phoenix,13104.8
2025-08-29,Phoenix,Control,Miami / Phoenix,12754.32
2025-08-30,Phoenix,Control,Miami / Phoenix,13385.6
2025-08-31,Phoenix,Control,Miami / Phoenix,14232.67
2025-09-01,Phoenix,Control,Miami / Phoenix,14480.48
2025-09-02,Phoenix,Control,Miami / Phoenix,13212.73
2025-09-03,Phoenix,Control,Miami / Phoenix,13198.36
2025-09-04,Phoenix,Control,Miami / Phoenix,13271.79
2025-09-05,Phoenix,Control,Miami / Phoenix,12806.14
2025-09-06,Phoenix,Control,Miami / Phoenix,14182.65
2025-09-07,Phoenix,Control,Miami / Phoenix,13843.04
2025-09-08,Phoenix,Control,Miami / Phoenix,12562.57
2025-09-09,Phoenix,Control,Miami / Phoenix,12886.48
2025-09-10,Phoenix,Control,Miami / Phoenix,13079.65
2025-09-11,Phoenix,Control,Miami / Phoenix,12538.77
2025-09-12,Phoenix,Control,Miami / Phoenix,12390.17
2025-09-13,Phoenix,Control,Miami / Phoenix,13895.85
2025-09-14,Phoenix,Control,Miami / Phoenix,14093.44
2025-09-15,Phoenix,Control,Miami / Phoenix,11920.59
2025-09-16,Phoenix,Control,Miami / Phoenix,11565.92
2025-09-17,Phoenix,Control,Miami / Phoenix,12198.44
2025-09-18,Phoenix,Control,Miami / Phoenix,11912.93
2025-09-19,Phoenix,Control,Miami / Phoenix,12152.84
2025-09-20,Phoenix,Control,Miami / Phoenix,13623.91
2025-09-21,Phoenix,Control,Miami / Phoenix,13476.97
2025-09-22,Phoenix,Control,Miami / Phoenix,12805.29
2025-09-23,Phoenix,Control,Miami / Phoenix,12346.69
2025-09-24,Phoenix,Control,Miami / Phoenix,12305.93
2025-09-25,Phoenix,Control,Miami / Phoenix,12397.46
2025-09-26,Phoenix,Control,Miami / Phoenix,11697.59
2025-09-27,Phoenix,Control,Miami / Phoenix,13859.62
2025-09-28,Phoenix,Control,Miami / Phoenix,13405.45
2025-09-29,Phoenix,Control,Miami / Phoenix,12293.61
2025-09-30,Phoenix,Control,Miami / Phoenix,11601.21
2025-10-01,Phoenix,Control,Miami / Phoenix,11387.89
2025-10-02,Phoenix,Control,Miami / Phoenix,12259.05
2025-10-03,Phoenix,Control,Miami / Phoenix,12061.36
2025-10-04,Phoenix,Control,Miami / Phoenix,12910.77
2025-10-05,Phoenix,Control,Miami / Phoenix,12893.46
2025-10-06,Phoenix,Control,Miami / Phoenix,12257.16
2025-10-07,Phoenix,Control,Miami / Phoenix,11348.26
2025-10-08,Phoenix,Control,Miami / Phoenix,12395.38
2025-10-09,Phoenix,Control,Miami / Phoenix,11400.07
2025-10-10,Phoenix,Control,Miami / Phoenix,11956.24
2025-10-11,Phoenix,Control,Miami / Phoenix,12925.35
2025-10-12,Phoenix,Control,Miami / Phoenix,13251.25
2025-10-13,Phoenix,Control,Miami / Phoenix,11422.34
2025-10-14,Phoenix,Control,Miami / Phoenix,11539.56
2025-10-15,Phoenix,Control,Miami / Phoenix,11589.55
2025-10-16,Phoenix,Control,Miami / Phoenix,11166.03
2025-10-17,Phoenix,Control,Miami / Phoenix,11801.52
2025-10-18,Phoenix,Control,Miami / Phoenix,12663.43
2025-10-19,Phoenix,Control,Miami / Phoenix,12745.33
2025-10-20,Phoenix,Control,Miami / Phoenix,11063.42
2025-10-21,Phoenix,Control,Miami / Phoenix,10441.98
2025-10-22,Phoenix,Control,Miami / Phoenix,11317.8
2025-10-23,Phoenix,Control,Miami / Phoenix,12282.26
2025-10-24,Phoenix,Control,Miami / Phoenix,11639.05
2025-10-25,Phoenix,Control,Miami / Phoenix,12674.38
2025-10-26,Phoenix,Control,Miami / Phoenix,12557.97
2025-10-27,Phoenix,Control,Miami / Phoenix,11277.96
2025-10-28,Phoenix,Control,Miami / Phoenix,11454.28
2025-10-29,Phoenix,Control,Miami / Phoenix,10775.01
2025-10-30,Phoenix,Control,Miami / Phoenix,11624.92
2025-10-31,Phoenix,Control,Miami / Phoenix,11451.5
2025-11-01,Phoenix,Control,Miami / Phoenix,12796.17
2025-11-02,Phoenix,Control,Miami / Phoenix,12668.92
2025-11-03,Phoenix,Control,Miami / Phoenix,11124.24
2025-11-04,Phoenix,Control,Miami / Phoenix,11352.4
2025-11-05,Phoenix,Control,Miami / Phoenix,11302.0
2025-11-06,Phoenix,Control,Miami / Phoenix,10923.44
2025-11-07,Phoenix,Control,Miami / Phoenix,10821.34
2025-11-08,Phoenix,Control,Miami / Phoenix,12424.84
2025-11-09,Phoenix,Control,Miami / Phoenix,12957.07
2025-11-10,Phoenix,Control,Miami / Phoenix,10515.39
2025-11-11,Phoenix,Control,Miami / Phoenix,10411.91
2025-11-12,Phoenix,Control,Miami / Phoenix,11016.01
2025-11-13,Phoenix,Control,Miami / Phoenix,10957.08
2025-11-14,Phoenix,Control,Miami / Phoenix,10988.49
2025-11-15,Phoenix,Control,Miami / Phoenix,12365.72
2025-11-16,Phoenix,Control,Miami / Phoenix,12174.15
2025-11-17,Phoenix,Control,Miami / Phoenix,11446.6
2025-11-18,Phoenix,Control,Miami / Phoenix,10259.15
2025-11-19,Phoenix,Control,Miami / Phoenix,10540.26
2025-11-20,Phoenix,Control,Miami / Phoenix,10804.01
2025-11-21,Phoenix,Control,Miami / Phoenix,10207.56
2025-11-22,Phoenix,Control,Miami / Phoenix,12119.45
2025-11-23,Phoenix,Control,Miami / Phoenix,12807.51
2025-11-24,Phoenix,Control,Miami / Phoenix,10809.55
2025-11-25,Phoenix,Control,Miami / Phoenix,10880.34
2025-11-26,Phoenix,Control,Miami / Phoenix,10305.45
2025-11-27,Phoenix,Control,Miami / Phoenix,13692.34
2025-11-28,Phoenix,Control,Miami / Phoenix,15351.83
2025-11-29,Phoenix,Control,Miami / Phoenix,12007.13
2025-11-30,Phoenix,Control,Miami / Phoenix,12608.95
2025-12-01,Phoenix,Control,Miami / Phoenix,10963.53
2025-12-02,Phoenix,Control,Miami / Phoenix,10324.55
2025-12-03,Phoenix,Control,Miami / Phoenix,10836.49
2025-12-04,Phoenix,Control,Miami / Phoenix,10928.69
2025-12-05,Phoenix,Control,Miami / Phoenix,11169.79
2025-12-06,Phoenix,Control,Miami / Phoenix,12699.95
2025-12-07,Phoenix,Control,Miami / Phoenix,11712.04
2025-12-08,Phoenix,Control,Miami / Phoenix,10423.72
2025-12-09,Phoenix,Control,Miami / Phoenix,10253.68
2025-12-10,Phoenix,Control,Miami / Phoenix,10642.99
2025-12-11,Phoenix,Control,Miami / Phoenix,10910.13
2025-12-12,Phoenix,Control,Miami / Phoenix,11109.74
2025-12-13,Phoenix,Control,Miami / Phoenix,12072.97
2025-12-14,Phoenix,Control,Miami / Phoenix,11983.23
2025-12-15,Phoenix,Control,Miami / Phoenix,10801.02
2025-12-16,Phoenix,Control,Miami / Phoenix,10430.23
2025-12-17,Phoenix,Control,Miami / Phoenix,11546.49
2025-12-18,Phoenix,Control,Miami / Phoenix,10147.09
2025-12-19,Phoenix,Control,Miami / Phoenix,10834.38
2025-12-20,Phoenix,Control,Miami / Phoenix,12904.99
2025-12-21,Phoenix,Control,Miami / Phoenix,12146.09
2025-12-22,Phoenix,Control,Miami / Phoenix,10714.44
2025-12-23,Phoenix,Control,Miami / Phoenix,10659.61
2025-12-24,Phoenix,Control,Miami / Phoenix,13361.34
2025-12-25,Phoenix,Control,Miami / Phoenix,12911.66
2025-12-26,Phoenix,Control,Miami / Phoenix,9985.21
2025-12-27,Phoenix,Control,Miami / Phoenix,12784.82
2025-12-28,Phoenix,Control,Miami / Phoenix,11673.04
2025-12-29,Phoenix,Control,Miami / Phoenix,10760.5
2025-12-30,Phoenix,Control,Miami / Phoenix,10712.04
2025-12-31,Phoenix,Control,Miami / Phoenix,12162.78
2025-01-01,Chicago,Test,Chicago / Boston,8531.95
2025-01-02,Chicago,Test,Chicago / Boston,8863.77
2025-01-03,Chicago,Test,Chicago / Boston,9537.06
2025-01-04,Chicago,Test,Chicago / Boston,9562.19
2025-01-05,Chicago,Test,Chicago / Boston,10232.97
2025-01-06,Chicago,Test,Chicago / Boston,8464.5
2025-01-07,Chicago,Test,Chicago / Boston,8941.34
2025-01-08,Chicago,Test,Chicago / Boston,8791.11
2025-01-09,Chicago,Test,Chicago / Boston,8534.92
2025-01-10,Chicago,Test,Chicago / Boston,9031.2
2025-01-11,Chicago,Test,Chicago / Boston,11036.73
2025-01-12,Chicago,Test,Chicago / Boston,10221.99
2025-01-13,Chicago,Test,Chicago / Boston,9198.39
2025-01-14,Chicago,Test,Chicago / Boston,8377.49
2025-01-15,Chicago,Test,Chicago / Boston,8544.18
2025-01-16,Chicago,Test,Chicago / Boston,9170.16
2025-01-17,Chicago,Test,Chicago / Boston,9621.57
2025-01-18,Chicago,Test,Chicago / Boston,10604.72
2025-01-19,Chicago,Test,Chicago / Boston,10351.62
2025-01-20,Chicago,Test,Chicago / Boston,9081.17
2025-01-21,Chicago,Test,Chicago / Boston,8585.27
